parameter_1,parameter_2,parameter_3,parameter_4,parameter_5,parameter_6,parameter_7,parameter_8,parameter_9,parameter_10
1.2086989,-1.1586334,-1.6918913,-1.6350929,-0.9888894,-0.44516456,0.83927065,-0.19075143,-0.4533907,0.11632972
0.748677,-1.6657336,-2.1409295,-2.576243,-2.062116,-0.8796453,0.7639191,-0.09800631,0.087408006,0.63079834
0.54891473,-1.5284688,-2.147526,-2.1418207,-1.8202894,-0.6066659,0.848008,0.709761,-0.013094983,0.20980261
1.6060344,-0.8420318,-2.118892,-2.6124668,-1.5329286,0.12091692,0.77713495,0.43024692,0.09446017,0.76291484
1.036832,-0.74405015,-1.9102861,-2.225832,-1.6851007,-0.271814,0.7004036,-0.4395078,-0.0933886,0.5650032
1.0591587,-1.3871471,-2.4110777,-2.1718798,-1.9427116,-0.35614315,0.21700184,-0.42367622,-0.44533387,0.3221753
0.6234217,-1.5852684,-2.700249,-2.558816,-2.1464577,-0.55377865,0.56905323,0.726665,0.523872,0.5240345
0.67294466,-0.30246603,-1.1875335,-1.8879172,-1.4243578,-0.35989752,0.39022565,-0.5965729,-0.45968372,0.26025558
1.1024858,-1.3160582,-2.2166746,-2.3575027,-1.3629557,-0.021253597,0.4612163,0.05583941,-0.046741746,0.7687467
1.2576487,-1.7075346,-2.5102103,-2.9512565,-1.5224743,-0.13771345,1.0789076,0.038468134,-0.39476994,0.38265896
1.0269035,-1.3510926,-1.7939575,-2.1964488,-1.5973029,-0.78594124,0.59217906,0.07138798,-0.33777878,0.1618432
0.94946194,-1.6564056,-2.558284,-2.4977486,-1.7469023,-0.24792491,0.046519104,-0.07872149,0.36689043,-0.0041505527
0.7158572,-0.53795743,-1.990582,-1.7215955,-1.2761699,-0.31268427,0.13838366,-0.34813648,-0.12905401,0.95124954
1.209584,-1.1486104,-2.428683,-2.4033835,-1.6905973,-0.42183793,0.7705181,-0.52261126,-1.0588194,0.7483896
0.97426045,-0.9040507,-1.7518111,-1.828504,-1.4312874,-0.71917075,0.4138477,-0.14825998,0.32450825,0.6030577
0.78671527,-1.4948181,-2.5196748,-2.75697,-1.5803474,-0.34039098,0.657304,0.31984052,-0.23274228,0.01980699
0.9271092,-1.2837682,-2.2002256,-2.0141761,-1.3974054,0.060211897,0.1706468,-0.5862942,0.1741193,1.2195375
0.5099915,-0.55866134,-2.1316733,-2.638987,-1.520125,-0.66274893,0.28926653,0.4745962,0.20772049,0.7238978
0.7408617,-0.8020279,-1.7286046,-1.9102509,-1.4048539,-0.5566497,-0.049426794,-0.06705893,0.20754446,0.31210664
0.17538197,-0.76398647,-1.6454186,-2.0290275,-1.0897608,0.0033444734,-0.0058886027,-0.19775933,0.05845028,0.73833096
0.69103235,-0.76266885,-1.5241485,-2.6147032,-2.2378395,-0.86726505,0.41288826,-0.19068794,0.03578485,0.6631107
0.6570738,-0.68775797,-1.8432713,-2.194054,-1.7235208,-0.47271317,0.01796652,-0.055138342,-0.3855944,0.640645
0.52993935,-1.2261035,-2.351326,-1.8582386,-1.0496057,-0.78057903,0.7992663,0.022042967,-0.013978145,0.6172139
0.8585542,-1.4393818,-1.9436544,-2.443098,-1.5572349,-0.7877773,0.044641834,-0.26973757,-0.340166,0.25473762
0.8648255,-1.0869784,-1.7760873,-1.9632827,-1.2776068,0.045942478,0.7548303,0.5716989,0.322226,0.3361614
0.3719998,-1.278532,-1.6976923,-1.8403738,-1.1269851,0.07113122,0.28858972,-0.22656307,-0.14283109,0.2272411
0.8244818,-0.64107716,-1.4299073,-1.6698453,-0.79209536,-0.18615972,0.48619336,-0.2742424,-0.49696395,0.44936922
1.0567764,-0.69372916,-1.8310276,-2.2850196,-1.7884401,-0.4421099,0.6557499,-0.28075418,-0.43644646,0.49428764
0.9205886,-1.7114766,-2.540011,-2.2245724,-1.4278307,-0.33192757,0.9082072,0.46765018,0.093059584,0.4006092
1.4890271,-1.4312228,-2.3548257,-2.497439,-1.4472339,-0.69771,-0.2144169,0.0712383,-0.18008158,1.2202728
1.1253128,-1.3375803,-1.8571491,-2.458878,-1.763929,0.22308521,0.58261997,0.41762492,0.08510679,0.49755698
0.4843483,-0.9223087,-1.6499184,-2.7018006,-2.0894914,-0.101452,0.5918386,0.12206234,-0.44095,0.32676905
1.1029305,-1.240443,-2.4408653,-2.5019143,-1.3627268,-0.68222785,0.7794862,-0.15159416,-0.060843684,0.91887
1.0164113,-0.66845775,-1.6867872,-1.9617311,-1.1743724,-0.36192933,0.22617635,-0.43929788,-0.11093151,0.15054023
1.4530467,-1.1793987,-1.9183054,-2.1672783,-1.6128271,-0.40500447,0.09828514,-0.29947647,-0.20795336,0.32835165
1.3398939,-1.7055091,-2.4512339,-2.3335028,-1.967304,0.13940649,0.8758343,0.18603843,0.054671228,0.38304472
0.9592515,-1.4964093,-2.484479,-2.506525,-1.3072921,-0.2507628,0.6300224,0.07896492,-0.44652164,0.18233247
0.45437765,-1.009967,-2.1425943,-2.150799,-1.3331621,-0.04949836,1.1262835,-0.39228892,-0.11412192,0.3936458
0.5162985,-0.79719824,-1.7487636,-1.7342275,-1.322915,-0.21116,0.69274396,0.012692294,0.17430282,0.46963945
1.0711113,-1.1490933,-2.7227454,-2.7513158,-1.8400273,-0.5992397,0.24958259,0.30064976,0.035228506,0.793853
0.2867382,-0.8561076,-2.0592368,-2.6985624,-2.3556945,-1.2167662,0.32083374,-0.089384004,-0.04472206,0.80485284
0.9441756,-1.1572202,-2.1325874,-1.7580186,-1.0660812,0.0846698,0.84593487,0.22155558,-0.2880316,0.2376301
0.4955413,-1.3052515,-1.555438,-1.9401906,-1.6279768,-0.5589595,0.32023954,0.036031354,-0.16531694,0.2600507
1.3131214,-1.0967414,-1.5163237,-1.8184211,-0.93718237,-0.34885573,0.54200655,-0.24612199,-0.7203438,0.2144997
0.27633402,-0.6381348,-1.7786478,-1.6335329,-1.7804343,-0.84321225,0.21262904,-0.10523533,-0.07016263,0.26720083
1.407772,-1.4965761,-2.626486,-1.9731236,-1.7679483,-0.06698671,0.22996375,-0.63465965,-0.7448665,0.5918465
1.5215709,-1.0456597,-2.376728,-3.288387,-1.6461883,-0.66695595,-0.08468507,0.16295367,0.39627132,0.5604628
1.0656878,-1.4791487,-2.0517,-2.327066,-1.3663206,-0.21051815,1.2019432,0.138577,-0.05832764,0.38196433
0.62119555,-1.0961174,-1.748046,-2.7347658,-1.4167219,-0.5363639,0.6704772,0.040112726,-0.34460607,0.7640115
0.97170436,-0.6906252,-1.455762,-2.0172975,-0.88890404,-0.35803095,0.56362003,-0.012615702,-0.042345945,0.45136648
0.9812562,-0.6583402,-1.4656029,-2.0168593,-1.3015742,-0.49522358,0.2863008,0.13610394,0.2606029,0.336314
1.1034087,-1.9317024,-2.7972326,-2.8799388,-1.4659638,-0.4214567,0.5833959,0.06669574,-0.17740846,-0.025890138
1.1838917,-0.93843096,-2.019755,-1.4822558,-1.4041207,-0.6050801,0.5056664,-0.23886809,-0.33235782,0.34874213
1.3131163,-1.2327309,-2.1008518,-2.8825648,-1.7661811,-0.45530298,0.49886864,-0.13577235,0.025996484,0.7720414
1.3739452,-1.0394202,-2.372018,-2.9690046,-1.9408814,-0.3604975,0.24508986,-0.2241783,0.15977784,0.7169885
0.809935,-1.410228,-1.5861706,-1.525433,-0.61680746,-0.15518011,0.6795492,0.31604204,-0.338697,-0.22909908
0.7383473,-1.0352466,-1.8431523,-1.6510967,-0.9168626,0.15567255,0.34121192,-0.20892818,-0.32683453,0.36512685
0.7828446,-1.0236442,-2.816717,-2.0896633,-1.4219664,-0.3650488,0.784151,0.027683584,0.05055838,0.14741494
0.5226634,-0.7485703,-1.1812713,-1.7366381,-0.80822814,0.024525985,0.7268457,-0.23027574,-0.014120239,0.52905583
1.1449409,-0.8224938,-1.2724203,-1.9737399,-0.92517096,-0.1600236,0.48029625,0.22436813,-0.028464096,0.34827936
0.9818356,-1.324445,-2.5405242,-2.4448156,-1.6766443,-0.35429174,0.21405542,0.29935247,0.30059752,0.53611565
0.16114178,-1.2907653,-2.61787,-3.1925664,-2.0794806,-0.1949566,0.6167566,-0.36771825,0.4012007,0.73119915
0.66045284,-1.2767094,-2.1758056,-2.4158497,-1.7561823,-0.34976366,0.6090432,-0.5330231,-0.048484787,0.624144
0.9496365,-1.4766084,-2.7459924,-2.215176,-1.991348,-0.05743391,0.34752646,0.42470527,0.3736043,0.105031714
1.3668646,-0.51766795,-2.055318,-2.2619414,-1.8027093,-0.48872963,0.55842227,-0.1650705,0.124555245,0.7401587
0.804424,-1.5156136,-1.8014228,-2.5032506,-1.6093901,-0.37592864,0.27800125,-0.32702205,-0.2793764,0.15622708
0.81369746,-1.0734096,-1.9104391,-1.5692991,-1.1816628,-1.089022,0.28411016,-0.10868914,-0.22536722,0.23115675
0.89426565,-1.004019,-2.0565038,-2.3076472,-1.4884812,0.14800338,0.7446876,0.02777021,-0.24673748,0.54233235
0.7269266,-1.4233104,-2.7204406,-2.491096,-1.3885819,-0.44404837,0.13220985,-0.07739183,0.036814827,0.73752636
0.82090026,-1.1883893,-2.0408874,-2.1947894,-1.5579821,-0.31029397,0.39133033,-0.4359078,-0.4119607,-0.02601676
0.6614396,-0.5179044,-1.617337,-2.0386603,-1.5835913,-0.44077063,0.054083552,-0.4784508,-0.31421736,0.628829
0.50125664,0.12020826,-1.3097675,-1.4714032,-0.9981026,-0.21653262,-0.064994924,-0.35544962,-0.29653832,0.41976586
1.2001122,-1.4722956,-2.431812,-2.3525944,-1.6965252,-0.3403873,0.07723174,-0.24102218,-0.040481832,0.63117445
0.7961258,-1.256289,-2.0743766,-1.8278391,-1.0001024,-0.6930401,0.5871104,0.257586,0.10647282,0.54434997
1.0681238,-1.978569,-3.448148,-3.190381,-2.452895,-0.5739874,1.0730692,-0.23949471,-0.13678096,0.7609454
0.8046587,-1.0545048,-2.023273,-1.6803211,-1.4252189,-0.13627474,0.5981535,0.20718898,0.0086348085,0.6106495
1.0180806,-1.1248025,-2.2738419,-2.3870409,-1.8733915,-0.5788248,0.46729392,0.070978805,-0.0825833,0.4911652
0.86101085,-1.3718994,-1.925623,-1.9938234,-1.0780114,0.040300924,0.8667561,-0.045212317,-0.21290146,0.9522922
0.9412835,-1.2317963,-2.4825559,-3.0165417,-2.1559784,-0.33352837,0.348587,0.113121845,-0.039568618,0.32990468
0.8509485,-1.2283269,-2.4817374,-2.323912,-1.4539834,-0.4288474,0.37091148,-0.10784693,-0.15823598,0.6808257
0.9537328,-0.96573293,-1.9245443,-1.987623,-1.4481052,-0.15989344,0.50247407,-0.24488366,-0.43634632,0.45370126
0.68270487,-0.9142982,-2.211088,-2.8896332,-1.8216153,-0.16194896,0.759353,0.17874877,0.06784463,0.43776911
1.3152186,-1.6140836,-2.8758557,-3.2179909,-2.0940425,-0.38663492,0.72674346,0.24718447,-0.03435474,0.9553672
1.3634865,-0.7913611,-1.7137322,-1.9644805,-1.7763388,-0.22626245,0.3264868,-0.20430548,-0.30916566,0.3617317
1.1647248,-1.0688038,-2.7886539,-2.53466,-1.3885778,-0.3824773,0.4540246,0.15500952,-0.10220402,0.64718366
0.784467,-1.2467489,-1.9739478,-1.5781108,-0.92566127,-0.56345177,0.43790942,-0.18779263,0.08949338,0.55728656
0.4367399,-0.39442798,-1.1923009,-1.4864949,-1.0553685,-0.74598324,0.32875147,-0.13922875,-0.369348,0.6066627
0.63423204,-0.7773535,-2.0916386,-2.4930768,-1.4881037,-0.24842101,0.026180087,-0.73320365,-0.5919482,0.51625913
1.1973982,-0.93475425,-2.4704428,-2.560093,-0.87695163,-0.26740417,0.3234432,-0.031223038,-0.69073886,0.08548717
0.67872185,-1.282322,-2.6341927,-2.7088814,-1.91422,-0.32441568,0.7440687,0.46392938,-0.13343506,0.73447824
0.72781575,-0.9161559,-1.6016874,-1.8920673,-0.8974818,-0.1587484,0.493236,-0.029606616,0.08905402,0.63437015
0.47284696,-0.49521095,-1.0194647,-1.6181746,-0.9729118,-0.2997657,0.59134465,-0.29748902,-0.5212712,0.23282556
1.3112001,-1.1743886,-1.1430681,-2.0966508,-1.4541589,0.07404362,0.49657032,0.14861901,0.11344898,0.31248853
0.5522633,-0.6697932,-1.5690007,-2.2049258,-1.0122539,0.22973125,0.9627731,0.15704337,0.12900016,0.45212203
0.77434933,-1.1006461,-2.7836921,-2.653649,-1.5759466,0.09461783,0.7218201,-0.48476854,-0.12774368,0.24522085
0.90129876,-0.964151,-1.9218996,-2.5498383,-1.3990145,-0.64334005,0.19427031,-0.017988753,-0.30063766,1.1190903
0.8752235,-1.3018998,-2.816018,-3.0392287,-1.5836643,-0.34403577,-0.21140249,-0.3762839,-0.5769495,-0.017516425
0.9888452,-0.82262164,-1.3800507,-2.0408695,-1.5251775,-0.094292805,0.55356437,0.10929683,-0.26799458,0.5434973
0.6658414,-1.29145,-2.5523832,-2.760294,-1.5502609,-0.056156345,0.71259576,-0.026763558,-0.04071845,0.3917648
0.7257653,-1.3033797,-2.343306,-2.622474,-1.4922094,-0.18641534,0.39283425,0.312203,-0.07262415,0.8817843
0.19971387,-0.9331083,-2.300102,-2.8384266,-2.1011841,-0.1128503,0.35332584,-0.41653556,-0.060812667,0.52122486
0.37931278,-0.8663216,-1.7966895,-2.1815968,-0.9897672,0.13185841,0.75040674,-0.38142553,-0.050958224,0.4796366
0.92158556,-0.9196516,-1.9167975,-1.7077247,-1.2918272,-0.90619165,0.18677129,0.4703038,-0.12545367,0.9235765
0.839162,-0.85421073,-2.0579805,-2.4262507,-1.5129248,-0.2376626,0.3951355,-0.45134416,-0.37056845,0.536039
0.8186276,-0.8411805,-2.0937893,-2.4112504,-1.5282112,-0.22905847,0.20251489,-0.5430834,0.16518165,0.44740212
0.665649,-0.49256945,-1.5619884,-1.8436998,-1.2989922,-0.38043395,0.49908808,-0.0030407545,0.01703871,0.4649178
0.47900316,-0.8486498,-1.6057926,-1.1472653,-1.0926391,-0.183841,0.16994163,-0.37867525,-0.0012637696,0.39391893
1.4896581,-1.1717365,-1.6873956,-2.7143898,-1.8051599,0.38695735,1.2848005,-0.6403057,-0.44682103,0.77001846
1.2079307,-1.3178734,-1.9576166,-2.0517564,-1.7203989,-0.46037114,0.214095,-0.51599246,-0.5934153,0.072123304
1.0498855,-0.4852549,-1.6614486,-2.5852659,-1.4744498,-0.39836088,0.24734776,-0.31476936,-0.2563023,0.9028772
1.0753192,-1.1345598,-2.1016576,-2.6483774,-1.1811339,0.056953106,0.46984157,-0.36686525,0.07517389,0.62516266
0.77628475,-0.60478,-2.2356899,-2.9385352,-2.192125,-0.8120094,0.2632747,-0.28304017,-0.7244728,0.5443875
0.72866875,-1.7183667,-1.6095457,-2.1159244,-1.797665,0.14651251,0.635105,-0.23741734,-0.47594425,-0.3184197
1.2321956,-0.7731837,-1.9383861,-2.1417105,-1.4992572,-0.6017669,0.510561,-0.20748818,-0.3433194,0.16996601
1.484631,-2.24368,-3.2042003,-3.4720302,-1.798144,-0.034207113,1.229208,0.53211033,0.19426435,0.63174844
1.0308136,-1.3034695,-2.4352038,-2.3050475,-1.674066,-0.25375298,0.3007216,0.07135794,-0.2807551,0.37480888
0.40932515,-0.55289954,-2.083705,-2.527592,-1.5533748,-0.52788347,0.3142329,-0.654079,-0.80393255,1.1021904
1.1300842,-1.1219462,-1.927268,-1.716475,-1.5323195,-0.0961265,0.37034327,-0.49623942,-0.21299899,0.75354975
1.1349828,-2.1885204,-2.3707676,-2.6567748,-1.7321144,-0.28179994,0.5326932,-0.3789024,-0.17322536,0.11014942
0.6425468,-1.5204357,-2.356001,-2.1104052,-1.5330281,-0.34187257,0.5962256,-0.044299435,0.019353354,0.5441669
1.6038753,-1.6366074,-2.5836704,-3.0183222,-1.8964826,-0.054909725,0.5190051,-0.2944583,0.12367691,1.2436585
0.71652275,-1.319275,-2.1267953,-1.8356494,-1.2613841,-0.38371176,0.1984227,0.23413068,-0.36389348,0.061116643
0.43346822,-0.7650108,-1.4896396,-1.8854752,-1.39502,-0.54641294,-0.2138805,-0.32853678,-0.24288356,0.40387
0.7937794,-1.1778597,-1.8583302,-2.499363,-2.1828725,-0.41715717,0.21515217,-0.022793828,-0.26374826,1.0819559
1.2832673,-1.4023288,-2.3640518,-2.4486537,-1.7171322,-0.19578333,0.6986046,0.095991455,-0.09016874,0.9575861
0.9148722,-0.9383197,-2.2036076,-2.2024567,-1.7074889,-1.0312967,0.030000359,-0.31923193,-0.35809764,0.5892703
0.87468433,-1.0359807,-1.8656279,-2.1767542,-1.6978114,-0.14015299,0.03178079,-0.34224552,-0.13939644,1.0376331
0.65090096,-1.5517455,-2.775037,-3.4235337,-2.4604247,-0.7481355,0.3886815,-0.0011694395,-0.6388542,0.57530034
-0.2049027,-0.5101404,-1.8936629,-2.2331617,-1.494901,-0.5771948,0.30503428,-0.30310214,0.004800756,0.5023655
1.0007964,-0.34469306,-1.7884142,-2.5578904,-1.7652951,-0.44829786,0.23001373,-0.20429416,-0.4411564,0.75702953
1.1055759,-0.7388753,-1.4361923,-1.7447193,-1.3060572,-0.29109657,0.39873156,-0.3707109,-0.5410631,0.0291264
0.5123014,-1.7599399,-2.3552072,-2.3595326,-1.4510049,-0.19458911,0.76434624,0.2606538,-0.025292056,0.5353467
1.3284281,-0.7806055,-2.0963192,-2.7481527,-1.6048683,-0.38690472,0.21642864,0.17227496,-0.16226964,0.9522455
1.4218129,-1.3707279,-1.8115742,-2.2656333,-1.6842462,-0.58590764,0.8134478,0.050653115,-0.58864367,0.18281732
1.2467083,-0.75982505,-1.6915947,-2.1870518,-0.98127496,-0.0107544735,0.2521678,-0.541599,0.11337546,1.1743579
1.1686836,-1.2546698,-2.4582937,-2.9204285,-1.6427943,-0.7208905,0.11415877,-0.055044584,-0.45773643,0.9593797
0.3532785,-0.69414395,-1.6943706,-1.686213,-1.1153104,-0.5660248,0.44856638,0.13303545,-0.031174287,0.08792025
0.5808821,-0.7693312,-2.4547522,-2.901306,-1.6451217,-0.29536375,0.45216364,-0.6521636,-0.36802787,0.28868088
1.2639028,-1.0099641,-2.1813064,-2.7389486,-2.0682697,-0.8020674,0.19116078,-0.1274944,-0.117012456,0.32453746
0.74291974,-1.199621,-2.2161531,-2.4828448,-1.7195657,-0.86599326,0.17330089,0.023179777,0.3663798,1.1953335
1.0645877,-0.615274,-2.1138432,-2.965376,-2.404529,-0.18330564,0.6235727,0.39177695,0.3086105,0.6397229
1.0963337,-0.9140745,-2.5463903,-2.6765926,-1.7738949,-0.473158,0.0013725142,-0.26966697,-0.22983743,0.28130057
1.12881,-1.3596439,-2.0495365,-2.5001147,-0.832888,0.06409306,0.5096157,-0.31772298,-0.05219589,0.060729984
0.83640784,-1.2580861,-2.2007813,-2.181369,-1.8924887,-0.2857837,0.1370359,-0.03074143,-0.06572312,-0.03253627
0.8606251,-1.2627121,-1.9419917,-2.0557427,-1.3841832,-0.5835515,0.1703941,-0.102996655,0.081046805,-0.057437163
0.103439644,-0.29461667,-1.5256507,-1.9358284,-1.1480893,-0.09421023,0.4205437,-0.044769976,0.10514054,0.4564135
0.5237772,-0.82176846,-2.069775,-1.9264631,-1.0262667,-0.10472288,0.7433858,0.24481046,-0.59092736,0.2341612
0.73041993,-1.664123,-2.1563997,-2.09448,-1.622882,-0.28934413,0.6012162,-0.33940962,-0.32750893,-0.028176038
0.8067348,-0.6590084,-1.566887,-1.987384,-1.7076936,-0.30161214,0.059499707,-0.41453633,-0.22760217,0.019630652
1.5513042,-1.6303937,-3.111171,-2.887476,-1.36341,-0.27479216,0.53445077,-0.379634,-0.63206244,0.010265744
0.66795933,-0.54932475,-1.853886,-2.2350893,-1.4234139,-0.05365164,0.45306012,-0.3239979,-0.22064637,0.44878548
1.2579232,-1.1898934,-2.0339718,-2.5141582,-1.7158643,-0.5323385,0.05570326,-0.37372464,-0.4326757,0.8489089
0.76433337,-0.4462422,-1.4425713,-1.5863209,-1.3194716,-0.39172873,0.4053438,-0.58788496,-0.2966962,0.6335164
0.90246665,-0.5683865,-1.5626814,-2.183357,-1.4248598,-0.2959792,0.6083371,0.30021048,-0.12890385,0.72490233
1.2183647,-1.3610952,-2.5250194,-2.7362812,-1.8130306,-0.044647552,0.99258447,-0.29832923,-0.17352666,0.5481359
1.2518933,-1.2476877,-2.202817,-2.8309958,-1.9577245,-0.3234466,1.1174992,0.2831635,-0.2907243,0.37974772
0.8923223,-0.7354309,-2.2291594,-1.5955776,-1.4743177,0.24916048,0.6463668,-0.3895871,-0.3679035,0.15262914
0.76010305,-0.9015409,-1.9707439,-2.1844265,-1.642727,-0.7366733,-0.21544467,0.25129262,-0.08223353,0.7678898
0.88608754,-0.7056447,-1.7318242,-2.538085,-1.4460146,-0.31408727,0.81637365,0.23318578,0.32039374,0.745117
0.5285782,-1.2368577,-2.4968057,-2.5119414,-1.9413469,-0.43466455,0.33962616,-0.3136122,-0.34913096,0.40237224
1.0590891,-0.7193354,-1.7310381,-2.302882,-1.5116174,-0.35887557,0.82931966,0.3516567,-0.092170894,0.3848641
1.1489587,-1.1891215,-2.1215127,-2.462268,-1.8155128,-0.38624933,0.42894006,-0.26772016,-0.039541624,0.34097886
1.0531482,-1.1133565,-2.403613,-3.1601923,-1.7515986,0.20679213,-0.1529343,-0.39040542,-0.10890376,0.8496002
1.0668654,-1.4247397,-2.0631282,-2.3242168,-1.7700094,-0.7097993,0.18138443,-0.06275687,-0.28403938,0.18115428
0.35383466,-1.4122103,-1.6734933,-2.0911357,-1.0785396,-0.33961973,0.21124509,-0.053910006,0.32514673,-0.09850186
0.5833144,-1.2694331,-1.9497366,-2.336871,-2.0219038,-0.99453086,0.58467317,-0.0628003,-0.10306012,0.8782337
0.59283864,-1.0780413,-2.0898285,-2.162561,-1.7753342,-0.74089676,0.62844664,-0.35567507,-0.07225388,0.41779608
1.2016772,-1.0217305,-1.5884084,-2.162841,-1.6823719,-0.5023088,0.48677996,-0.3082265,-0.846636,0.5299812
0.799587,-0.73626643,-1.8726132,-1.6546708,-1.6099643,0.039851308,0.7235158,0.025144128,0.07944365,0.72775906
0.98134065,-1.6578537,-2.7361119,-2.428724,-1.5648837,0.07818649,0.41677418,-0.29541433,-0.34383386,0.26084113
1.5070449,-0.68180317,-2.2676022,-2.180063,-1.4435908,-0.091434695,0.56570554,0.07071916,-0.5090156,0.7289694
0.50513536,-0.61600226,-2.15819,-2.288792,-1.565934,-0.16569759,0.39105135,-0.37527746,-0.50368047,0.21148655
1.0436335,-1.1277174,-2.5941799,-2.4771984,-1.8302631,-0.4653215,0.024680894,-0.2095527,-0.22448236,0.32704675
1.0794446,-0.8585925,-1.7418782,-2.1115887,-1.4856793,0.1286304,0.79918325,0.018750504,-0.1421649,0.5857742
0.93262506,-1.8143891,-2.274415,-2.440269,-1.5960286,-0.40993458,0.56933266,0.046526726,-0.19566268,1.0348964
1.277642,-1.6693302,-2.5347087,-3.0737016,-1.6342671,0.1952157,0.57011503,-0.5427009,-0.22136708,0.5564376
1.0052673,-0.6859645,-2.4034998,-2.8951514,-1.5927898,-0.11227394,0.6547817,-0.39824083,-0.5222074,0.55218077
0.46607405,-1.020654,-1.7672513,-1.5470847,-1.0267144,-0.19731937,0.2556866,-0.22617337,-0.18852885,0.03391064
0.6949924,-1.0277706,-2.3584871,-2.2858977,-1.9343157,-0.59584135,0.5316146,0.54326916,-0.010327357,-0.18807836
1.2219557,-1.657693,-2.675645,-3.3296402,-2.607272,-0.42671818,0.58144504,0.10885087,-0.7762119,0.09988828
1.2279623,-1.0835605,-2.3496366,-2.238102,-1.5834578,-0.20465757,0.4633064,0.03126519,-0.0661419,0.28569457
0.87405384,-1.2683145,-1.7390555,-1.7437427,-1.2642081,-0.49006078,-0.048719145,0.11314073,-0.1004001,0.63306075
1.8304651,-1.3250743,-2.2493749,-2.7880101,-2.2669978,-0.104434654,0.7781549,0.8200959,-0.19506676,0.7268799
0.879409,-1.6436095,-2.9202821,-2.5905495,-1.096443,-0.23577328,0.3367144,-0.35514385,0.23360442,0.82605374
0.4917334,-1.2780558,-1.9328542,-1.9075894,-1.5921704,0.0064218394,0.25330275,-0.18064629,-0.2987064,-0.1173341
0.5765596,-0.35516298,-1.8566389,-2.053461,-1.0911343,-0.35386643,0.40165564,0.08587485,-0.44447124,0.74582845
1.5539324,-1.6044801,-2.8972025,-3.742993,-2.5863698,-0.48025677,0.8546446,-0.4068086,-0.35713246,0.1645399
1.035345,-0.6354069,-1.5703543,-2.412464,-1.7193187,-0.36827058,0.3277134,0.21653919,-0.101577654,0.5801376
0.6253734,-1.1180373,-2.2223096,-1.8368784,-1.6110733,-0.31979933,0.5847605,-0.37246624,-0.19216235,0.30335647
0.80963093,-0.6654808,-1.632273,-2.3671129,-1.9296743,-0.6757032,0.03509879,-0.16852845,-0.20686,0.062955365
0.5164424,-0.92401344,-1.9873471,-2.0249398,-1.130922,-0.158121,0.5346962,-0.78461546,-0.32397336,0.7332531
0.6561214,-0.9223394,-1.9765403,-2.3286543,-1.4374827,-0.20132941,0.2332923,-0.10406986,-0.04229861,0.27102366
0.89823145,-0.75152254,-2.2424169,-1.7635161,-1.1203951,-0.6189509,0.22164781,0.15598103,-0.10394104,0.4263853
1.566739,-1.471754,-2.338682,-3.324659,-1.372884,-0.7314155,0.18205437,0.123118095,0.304988,0.304657
1.2015673,-1.2158008,-2.4150376,-2.0827026,-1.5338554,-0.43188846,0.5807394,-0.052850146,-0.28359544,0.07326606
1.3871694,-1.8105978,-2.6892133,-2.8652253,-2.0166254,-1.1519768,0.18815763,0.06067966,0.20560728,0.119770944
0.93459713,-0.8608293,-1.8522258,-1.8400928,-1.2698343,-0.6743415,0.33561346,0.1151058,-0.47785023,0.376396
1.2565234,-1.3226166,-2.159079,-2.25045,-1.4513869,0.32709438,0.94238204,0.33514893,0.009563318,0.1271025
0.99248326,-0.76668483,-2.0745173,-1.6947145,-1.2098228,-0.27516204,0.5167991,0.04152515,-0.52970827,0.4678173
0.96995765,-1.2170143,-2.3456047,-2.676002,-1.4290447,-0.81049603,0.68419373,0.23539403,-0.13510258,0.34104365
0.73285586,-0.92118645,-2.1521597,-2.238858,-1.5769275,0.0851943,0.37126318,-0.07607997,-0.1095439,0.30758566
0.90717435,-1.1294477,-1.7262193,-2.4593647,-1.6782793,0.18874075,1.1107744,-0.28848743,-0.37843,0.56795275
0.85147375,-1.413397,-2.5646756,-2.6372652,-1.8285397,-0.72128177,0.52274466,-0.77649444,-0.1550009,0.6578788
0.70469916,-1.3567269,-2.0621824,-2.5264745,-1.3910569,-0.63341564,0.95168865,0.50083756,-0.06568337,0.63341355
0.66981035,-1.3828958,-1.9890482,-2.6987402,-1.5884179,0.1598081,0.44931105,-0.5231871,-0.17124774,0.34540814
0.6632434,-1.0429832,-2.3737586,-2.4505532,-1.856434,-0.65516275,0.013359375,-0.7566912,-0.26598847,-0.12109422
0.955837,-0.692234,-1.3738369,-1.412706,-0.9420341,-0.13005705,0.57370573,-0.019262547,-0.088562824,0.45417115
0.85328853,-1.2899969,-2.8870203,-3.0628982,-2.0813253,-0.8376051,0.59356385,0.13215199,0.18453209,0.78006446
0.8487892,-0.84191763,-1.3523089,-1.818466,-1.2126102,-0.3748417,0.41695037,0.19268705,-0.030816482,0.39767048
0.89171374,-0.7943553,-1.8745103,-2.1553066,-1.8816273,-0.74980825,0.8723986,-0.0569221,-0.053031296,0.222777
0.32244566,-1.0027457,-1.616112,-2.359248,-1.5868709,-0.0723456,0.17803678,-0.267507,-0.03599216,0.9620242
0.66015375,-1.0504318,-1.5184178,-1.8777871,-1.1117709,-0.21033263,0.45424873,-0.12801383,-0.2539463,0.11950854
0.8810265,-1.1515948,-1.941243,-1.8809794,-1.2542367,-0.38142177,0.5044071,-0.22602937,-0.3244427,0.5580027
